"","baseMean","lgFC_PcDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Itgam",622.167341955004,1.04467543061676,0.163163782311245,6.40261837411919,1.52734625052817e-10,3.80392095635418e-09
"Stk17b",757.606154965026,-1.01729885870048,0.158941983928739,-6.40044142872018,1.54928375342873e-10,3.85258424382029e-09
"Asf1b",127.119227117707,1.21585494436827,0.19009271918537,6.39611527247726,1.59379701864942e-10,3.9571491974628e-09
"Cd300lf",168.722575665041,1.15539532773069,0.180665839594014,6.39520636733018,1.60330667509522e-10,3.97461704147063e-09
"Pdlim2",200.507252212767,-0.655917805569768,0.102780696510591,-6.38172174190492,1.75107931630816e-10,4.33425857275413e-09
"Ccna2",160.611509264588,1.39853371015458,0.219205920513472,6.37999971387009,1.77088314636758e-10,4.37653336357674e-09
"Gata2",320.84240441884,1.63971030919344,0.257112921019006,6.37739364748701,1.80127051716234e-10,4.44479409949245e-09
"Cdc25b",106.756379357652,-1.18952610595618,0.186669638628195,-6.37235982614962,1.86141526543834e-10,4.58616178282232e-09
"Epb42",17.1309999637706,-6.70570578474347,1.05264505166833,-6.37033896099704,1.8861088995044e-10,4.63988566028158e-09
"Peli2",44.6397222069204,1.82592935908315,0.28693231497557,6.36362397605378,1.9704820254575e-10,4.8400341371482e-09
"Mgat2",143.144840716232,1.33423460072905,0.209775093814287,6.36030987506194,2.01347137732882e-10,4.93807697792522e-09
"Tfeb",73.4765635714153,-1.27937041006299,0.201160571216175,-6.35994619784675,2.01824429074943e-10,4.94223723881079e-09
"Eomes",30.0922745825201,-2.3091559884151,0.363171781110797,-6.35830234758966,2.03995649407823e-10,4.98780230150269e-09
"Ahcyl1",90.0812182996909,1.21586509665713,0.191254408377087,6.35731801935709,2.05306668861382e-10,5.01222846290158e-09
"Gm5617",48.2615831383169,-1.16225520097363,0.182885167575167,-6.35510914517403,2.08278683074213e-10,5.07706944598507e-09
"Dennd1a",73.2804459304732,-1.00012392537923,0.157425632705481,-6.35299289061972,2.11165479745701e-10,5.13963979793173e-09
"Arhgap9",215.053696184696,-1.04489996864594,0.164590011544647,-6.34850170335215,2.17422030384759e-10,5.28391451755033e-09
"Fcgr4",56.8591446374084,-2.17760961918107,0.343213420413301,-6.34476826855655,2.22760495291382e-10,5.40547522108875e-09
"E030030I06Rik",28.7141302127295,-1.72842042969063,0.272576841463429,-6.34103917416815,2.2822049545634e-10,5.52961393515935e-09
"Timp2",105.385183073764,-1.29460684707564,0.204223610586658,-6.33916344616922,2.31016061955248e-10,5.58891870368841e-09
"Jade1",106.478594056963,1.12041298390996,0.176805097170489,6.33699481429302,2.3428987418889e-10,5.6595978029629e-09
"Blvra",93.1696173514086,-0.935208815162682,0.147605761622469,-6.3358557612044,2.36027519939853e-10,5.6930121326033e-09
"Txn2",548.987439436721,-0.816951695839983,0.128950574874218,-6.33538622558959,2.36747463133022e-10,5.70181596367146e-09
"Samd11",9.81040823017802,-4.69572108465474,0.741835330057076,-6.32986984361267,2.45368086142323e-10,5.90058822723096e-09
"Syce2",53.9853854059861,1.47961652193927,0.233952740784776,6.32442482603971,2.54177553577334e-10,6.10330077827549e-09
"Tmem134",467.605778641909,-0.90902200144501,0.143800415471421,-6.32141429122416,2.59180120045772e-10,6.21413350509744e-09
"Mylk",45.2418812360709,1.5138378143924,0.239532614868951,6.31996530084486,2.61622041392819e-10,6.26333304461139e-09
"Kcnip3",4.4314532538399,-7.01032073280005,1.10960681236519,-6.31784218939423,2.65240659460842e-10,6.34051481187347e-09
"Atp6v0e",516.016116527734,-0.669648902846042,0.1061085031666,-6.31098246475716,2.77269612291696e-10,6.6182155302434e-09
"H2-Q10",11.7802203565043,-4.86347741581143,0.771178528184438,-6.30655190473387,2.85320324140599e-10,6.80027549999195e-09
"Arl4a",68.5599522619758,-1.13455370003099,0.179924896518274,-6.30570711438903,2.86881086113821e-10,6.82734484049246e-09
"Hbq1b",11.9502010681626,-6.53266028657762,1.03643720746117,-6.30299668860776,2.91945131425109e-10,6.93758371481207e-09
"Btnl10",7.57122896801143,-7.00960654759569,1.11226863551059,-6.30208056201993,2.93676441774325e-10,6.96841707631131e-09
"Tpcn1",91.5271060066716,-0.937825856586323,0.148866278165004,-6.29978708506995,2.9805477638842e-10,7.06187599985779e-09
"Fgd2",168.826310841491,-1.37944331735517,0.218983218836588,-6.29931062610122,2.98972318583389e-10,7.0731831012129e-09
"Flnb",150.354581043508,1.08049705832047,0.171603018132562,6.29649216009589,3.04456671262036e-10,7.18177968744985e-09
"Rpl21",3272.43884542416,-1.08147855327889,0.171757054259787,-6.29655974212928,3.04324023509918e-10,7.18177968744985e-09
"Tgfb3",18.7666990422707,2.59742725433126,0.412624896000341,6.29488738926968,3.07623101101219e-10,7.24583210570378e-09
"Pkdcc",9.97294665151853,-3.14661390820574,0.499943784654162,-6.29393544792726,3.09516581332528e-10,7.27975748539638e-09
"Uros",50.6654957645819,-1.22529674854372,0.194725897584281,-6.29241802833849,3.12558391270406e-10,7.3405526277307e-09
"Cxcl9",50.7265803110075,-6.73922975639644,1.07139121505235,-6.29016708529493,3.17124452099947e-10,7.40448720717085e-09
"Ica1",18.936974232626,3.18667883935931,0.506603040197591,6.29028763450849,3.16878274686514e-10,7.40448720717085e-09
"Lamp1",1433.28763335472,-0.531105783214388,0.0844337806485257,-6.29020492905834,3.17047150034179e-10,7.40448720717085e-09
"Zfpm1",315.594057215941,-0.763590607426324,0.121388767616035,-6.2904552243387,3.16536344126128e-10,7.40448720717085e-09
"Slc25a12",171.30520698447,0.924202342386321,0.14693759712839,6.28976082669149,3.17955461724575e-10,7.41311543852478e-09
"Fhdc1",10.2938274356383,-4.40900813744878,0.702503138510085,-6.27614012771487,3.47081400805005e-10,8.08045742395883e-09
"Pnlip",101.494594150781,-8.54314367880739,1.36244791184741,-6.2704369132346,3.60036403129138e-10,8.36993455841747e-09
"Sp140l2",186.572276143851,1.93231582905957,0.308550134354318,6.26256680491551,3.78691554051592e-10,8.7908975784462e-09
"Sec11c",802.577630623615,0.404345037746988,0.0645766550832626,6.26147385964233,3.8135575239451e-10,8.83996941769901e-09
"Gpr55",41.1579829879804,1.81556336977847,0.289976031077759,6.26108083151056,3.82318276319042e-10,8.84951122592088e-09
"Bace1",26.0234019238393,2.03527812499356,0.325097224500194,6.2605213813271,3.83692458727939e-10,8.86854051367713e-09
"Ly9",128.78522985177,-0.930381850471554,0.148696094601027,-6.25693534835533,3.92616073737016e-10,9.06175949498767e-09
"Chst11",45.39435693083,1.72469279021911,0.275662143713554,6.25654566486746,3.9359789441449e-10,9.07138676596037e-09
"Dcxr",53.2479421835439,-1.1934720660905,0.19114866961766,-6.24368492063121,4.27380491586609e-10,9.83587423617091e-09
"Itga9",7.04415742637607,-6.76451891665058,1.08348342987834,-6.24330629348906,4.28416787425177e-10,9.84561841659233e-09
"Rap1gap2",39.30925562981,-1.51837596746808,0.243246751749109,-6.24212227522023,4.31673277171653e-10,9.90628503497918e-09
"Trp53i11",203.7598248095,-1.06098915497506,0.170126034306423,-6.23648907882054,4.47500540705006e-10,1.02548483393512e-08
"B3gnt7",21.9422549984824,1.91683608504951,0.307409439027583,6.23544966970751,4.50482174973922e-10,1.03084695994033e-08
"Setd7",94.2519877238636,1.05053640264199,0.168526907695544,6.23364195668897,4.55714006499384e-10,1.04133567573344e-08
"Rab27a",124.469694002267,1.1803386082148,0.189437374588853,6.23075890265347,4.64181009873083e-10,1.05917666798313e-08
"Hsd17b7",29.8689727027712,2.03579110432764,0.326861478663376,6.22829925585766,4.71525757877905e-10,1.07440989709939e-08
"Pygb",101.416506691063,-0.801342014153017,0.128709566018784,-6.22597091218589,4.78582859869648e-10,1.08894547605468e-08
"Rab29",116.388312910964,-0.982622217238785,0.157998335426063,-6.21919347814025,4.99716807914017e-10,1.13542444163094e-08
"Emilin1",41.8296233764128,1.76851084608873,0.284402969797421,6.21832763331704,5.02481514913977e-10,1.14009365191782e-08
"Camp",1267.412704011,-1.73686339385178,0.279366631548554,-6.21714692346825,5.06275678792378e-10,1.14708215855018e-08
"H2-Eb1",3140.38396040408,-1.22840830721266,0.197724688905498,-6.21272090001758,5.20748970093432e-10,1.17810730696901e-08
"Ppp1r13b",68.1121381424035,-1.34623332021475,0.216697031800296,-6.2125138910782,5.21435691767284e-10,1.17810730696901e-08
"Try5",38.1873423333077,-7.23511665011476,1.16486352542992,-6.21112816408638,5.26055449006177e-10,1.18687566472405e-08
"Slc38a5",11.5318533532181,-6.8478842324968,1.10318842453754,-6.20735685779828,5.38831493541448e-10,1.21399566791723e-08
"Ppic",24.1388338585174,2.09564736273256,0.337778702240057,6.20420218573521,5.49750716948902e-10,1.2368621172363e-08
"Itpr3",146.078235916637,-1.06446048333503,0.171609040899479,-6.20282286851393,5.54592496011619e-10,1.24601032950079e-08
"Sema7a",249.929870219148,1.21112735069667,0.195281513718537,6.20195597440061,5.5765679843834e-10,1.25114508521138e-08
"Il1rl1",35.305179780131,2.24045628377272,0.36156867203716,6.19648895782225,5.77365782148101e-10,1.29355703269555e-08
"Pianp",6.06422254078376,-4.71463571212468,0.761059650176747,-6.19483073505442,5.83476991651612e-10,1.30542818856427e-08
"Acp2",54.5779363871334,-1.43141953594325,0.231077684389178,-6.19453816895824,5.84561744552183e-10,1.30603614248766e-08
"Ccnl1",659.059895545575,-0.711560237159753,0.114915789050787,-6.19201454419184,5.94000693656241e-10,1.32528154762415e-08
"Ap5b1",40.6707853217945,1.64310901677742,0.265675398722983,6.18464872801669,6.22409081174238e-10,1.38673779195325e-08
"Rnase1",21.1730099755758,-7.29390660219526,1.17977674971227,-6.18244647046498,6.31157163792986e-10,1.40428098049453e-08
"Dpy30",230.252118732605,0.869119085860844,0.140594189619209,6.18175678678333,6.33921395491774e-10,1.40848040071644e-08
"Npepps",681.927007175513,0.78462896580837,0.127091413718151,6.17373702009824,6.6694441919475e-10,1.47980595993708e-08
"Rnf123",153.261031255711,-0.756311776101046,0.122577752385832,-6.17005746459146,6.82651782186017e-10,1.5125680315912e-08
"Phf11b",465.433710479392,-1.13179951798005,0.183462525863658,-6.16910463132488,6.86777728428959e-10,1.51961397100314e-08
"Plaat3",160.342760793698,-1.16253894837409,0.188486045004387,-6.16777198729505,6.92589158029121e-10,1.53036481906187e-08
"Dhcr24",68.7821937466632,1.83997576458893,0.298358722078053,6.16699170640495,6.96014066312657e-10,1.53582004962177e-08
"Zyx",958.653905119253,-0.900588102835469,0.146053353309835,-6.16615834163682,6.99690223472604e-10,1.54181395745733e-08
"Klra2",10.6669662316307,-3.75603518874177,0.609689741304191,-6.16056812881124,7.24844220691453e-10,1.59505446043664e-08
"Ndufa2",698.023079918037,-0.89450283996502,0.14521216840718,-6.15997164546709,7.27579705087827e-10,1.59888377326004e-08
"Rgl1",61.2448401395016,-1.57233244416626,0.255348101400963,-6.15760381823748,7.38538284993684e-10,1.62074849865281e-08
"Smpdl3a",94.532679971921,-1.29927235064998,0.211019811196178,-6.15711076265769,7.40840374251778e-10,1.62358250640935e-08
"Tmem154",41.3640602683377,1.72684149861241,0.280846078521714,6.14871144970928,7.81149391526452e-10,1.709589077041e-08
"Slc37a2",44.9163222956026,-1.24485440019017,0.202472002937478,-6.14827917998407,7.83280776372352e-10,1.71192141382932e-08
"Plscr1",76.7912413490132,1.77065369599622,0.288112132972459,6.14571027512222,7.96064748300977e-10,1.73278917570554e-08
"Rfk",122.691387060219,-0.937416611570397,0.152531822935848,-6.14571171790595,7.96057511588279e-10,1.73278917570554e-08
"Tmem37",25.5969794927682,-3.02115977225861,0.49157253690164,-6.14590837661691,7.9507171131675e-10,1.73278917570554e-08
"Paqr9",4.73310417405444,-7.19416964157672,1.17074932309689,-6.1449274406126,8.00000766217163e-10,1.73900031238329e-08
"Mycl",6.02782164447602,-4.53765988052441,0.738636334440148,-6.14329361953707,8.08276709928625e-10,1.75461582003965e-08
"Bsdc1",100.948272643766,-1.28914660974921,0.209903127661775,-6.14162649270507,8.16807420427143e-10,1.77074148471547e-08
"Tcf7l2",21.8016834200924,-1.8152132875714,0.295755029425957,-6.13755678506846,8.38002694256389e-10,1.81424195155453e-08
"Nudt16l1",129.436081504185,-0.834685279320612,0.136027172910856,-6.13616574879207,8.45369567247119e-10,1.82772768886376e-08
"H2aj",565.905860513487,-1.11304823177167,0.181581797266551,-6.12973463489726,8.80257685086489e-10,1.90059938887491e-08
"Ckap2l",86.2283511843629,1.24059757581385,0.202482884999664,6.1269256204835,8.95933281044741e-10,1.93184862103392e-08
"Cad",164.388181459701,1.00820616868436,0.164597382016482,6.12528678362214,9.05204146463157e-10,1.94922244085579e-08
"Laptm4b",39.5227043514745,-1.48492019295395,0.242441735041651,-6.12485384456947,9.07668854301132e-10,1.95191331666578e-08
"Fam234b",23.191649825942,-1.91550184913752,0.312893360122125,-6.12189996102787,9.24660744194631e-10,1.98579548058056e-08
"Emb",368.047943562269,1.0798528683458,0.176404823628244,6.12144750996997,9.27290666890236e-10,1.98878468263348e-08
"Tmem39a",105.613477840597,1.01573929762205,0.166054226690678,6.11691323891533,9.54052742861527e-10,2.04345376817701e-08
"Lrp1",68.3116065108806,-2.4877661305739,0.406743538695665,-6.11630153622503,9.57720290317276e-10,2.0485777288491e-08
"Krtcap2",885.027689668037,0.713742089811329,0.116729764062916,6.11448241621247,9.68708500167185e-10,2.06932624291033e-08
"1700056E22Rik",12.1357130464297,-2.46300278634778,0.403021946979665,-6.1113366277099,9.88001120236397e-10,2.10494031770258e-08
"Selenok",420.814987582186,-0.940787746667148,0.153936793822803,-6.11151969132274,9.86868225710265e-10,2.10494031770258e-08
"Lbh",325.696041482393,-1.26164505822054,0.206456372571484,-6.11095236492979,9.90383268097212e-10,2.10722077069055e-08
"Eef1g",2781.26375933307,0.458921601819053,0.0751623195099892,6.10574028064769,1.02325286144356e-09,2.17427697965996e-08
"Hsh2d",167.493080509455,1.07128815947576,0.175521192790411,6.10346900248669,1.03790704855371e-09,2.20250182667989e-08
"Plekho2",267.089028398184,-0.952675410667891,0.156132821898984,-6.10169853513736,1.04947176111163e-09,2.22410479821862e-08
"Gm5150",14.5482545487576,-2.40117586015071,0.393685091819051,-6.09922984143468,1.06580726954337e-09,2.25574808668574e-08
"Dnmt3l",39.7207106003214,3.34467881364417,0.548417629663598,6.09878062398506,1.06880631531955e-09,2.25911903280173e-08
"Gadd45g",134.795666794899,1.08982224641392,0.178719684452301,6.09794186775652,1.07442802278831e-09,2.26801731380702e-08
"Rapgef1",382.551101441921,-0.712287057902077,0.116833702030363,-6.0965889595535,1.08355661036172e-09,2.28428522163396e-08
"Ear2",21.9178515026668,-3.9154226884199,0.642313734423651,-6.09581031601826,1.08884465453176e-09,2.29242470909544e-08
"Agpat4",94.7836316319115,-1.13572195027536,0.186329495467192,-6.09523439876072,1.09277209251463e-09,2.29768205420878e-08
"Scart1",33.1560965603515,-1.58694162807548,0.260645753162419,-6.08849984632818,1.13973563262337e-09,2.39329584345906e-08
"Dab2",26.6517432211901,2.63206229712119,0.432487908917839,6.08586331050752,1.15865263300504e-09,2.42984280634372e-08
"Spc24",139.982381810503,0.920613435262526,0.151350574834193,6.08265569041327,1.18208017525217e-09,2.47574132141472e-08
"Clps",31.0118759008306,-9.15336602639651,1.508031824008,-6.06974327774394,1.28114882057597e-09,2.67625158045935e-08
"Xpc",104.552644506748,0.958501634884843,0.157911632267695,6.0698608526823,1.28021124079584e-09,2.67625158045935e-08
"Grm6",29.5617961540706,2.00989413762537,0.331304176169456,6.06661274501213,1.30636031744095e-09,2.72537300511316e-08
"Alox12",9.20815090500851,-6.26292919225556,1.03359613142999,-6.05935819785894,1.36665747420986e-09,2.84746895793867e-08
"Pttg1",214.83424942159,-1.07250649234434,0.177452330348312,-6.04391325962966,1.50420401663733e-09,3.12999136311684e-08
"Prr5",56.6042492145577,-1.1957121882879,0.197913109237732,-6.041601755908,1.52591724152041e-09,3.17106527396944e-08
"Slc18a2",18.9060232961902,3.23106161865521,0.535188016491836,6.03724582593395,1.56766813267066e-09,3.25362026915006e-08
"Pirb",424.889994704271,-0.868416765455126,0.143927825321317,-6.03369614955549,1.60251260460353e-09,3.32164677165821e-08
"Scn4a",27.6451803756922,2.24916617031872,0.372782918260202,6.03344751099567,1.60498138695978e-09,3.3224769330054e-08
"Polb",152.850382561323,-0.863025434977668,0.143108524959434,-6.0305662099606,1.63386213693652e-09,3.37791008593929e-08
"Ptger3",12.5629687944196,3.10716461789027,0.51536689090231,6.02903421376218,1.64942370415198e-09,3.4056995351539e-08
"Isca1",76.3572703614847,-1.41369961239631,0.234565464530855,-6.02688727099616,1.6714749869267e-09,3.44680028112844e-08
"Atf1",222.739550420608,0.822732403965361,0.136528878867722,6.02606870274293,1.67995793898906e-09,3.45985183742568e-08
"Dis3",39.4108400919168,1.59091215546648,0.264091187057152,6.02410164911026,1.70051472883162e-09,3.49770404660066e-08
"Hdac7",295.385368662324,-0.779533744006558,0.129411413967202,-6.02368616576681,1.70488800787374e-09,3.49774214029166e-08
"Ppat",56.6341957578872,1.33278013612646,0.221254917615614,6.02373113551265,1.70441413860352e-09,3.49774214029166e-08
"Yars2",73.956485819743,1.33447003056259,0.221606209395375,6.02180793671586,1.72479493934477e-09,3.5340696308207e-08
"Ints2",48.2533679223232,1.5011964759283,0.249726823257419,6.01135455273405,1.83979533364884e-09,3.76490092225924e-08
"P2rx1",102.917390106769,1.39825050287407,0.232613816755521,6.01103804742452,1.84339132204658e-09,3.76746033045244e-08
"Ppid",174.769176322098,1.21947890771123,0.202984895111466,6.00773228491497,1.8813615582593e-09,3.84017688333894e-08
"Rack1",9387.05726531929,-0.326149169807273,0.0542926063959941,-6.00724834295922,1.88698371068855e-09,3.84676476250011e-08
"Tmem41b",32.0821958132873,1.68312399150824,0.280270494860648,6.00535562027355,1.90912987559552e-09,3.88697874798054e-08
"Atp5mg",63.2080167769983,-1.28920700558359,0.214728461090933,-6.00389440241758,1.92640015508421e-09,3.91717621408516e-08
"Fn3k",6.28819778282554,-6.66412500577047,1.11036375097089,-6.00174942665721,1.95202785984242e-09,3.96426997983675e-08
"Rrm1",269.919244828749,0.673870756750713,0.112374597362806,5.99664668497182,2.01433660388605e-09,4.08564434404363e-08
"Ccnh",126.205057548828,0.86212098185613,0.143815268431174,5.9946415374437,2.03934780634774e-09,4.13115802789031e-08
"Arap1",358.012812127752,-0.81664127585812,0.136297978503857,-5.9915875849546,2.0780235889422e-09,4.20420288825786e-08
"Rrs1",140.258817448619,0.882719091095375,0.147358326889359,5.99028985825922,2.09467371167055e-09,4.23255830242461e-08
"Prex1",360.376877157902,-0.587253374868297,0.0980616986448519,-5.98861107836955,2.11640574574628e-09,4.27109822860154e-08
"Klrb1c",7.54548162236157,-5.61001749500837,0.937231732128851,-5.98573149275008,2.15419492974229e-09,4.34190556479049e-08
"Itgal",426.824361215684,-0.852508947927179,0.142459017699878,-5.98423997084678,2.17402595447848e-09,4.37638507929101e-08
"Lyn",401.625124616228,-0.690233855759032,0.115346658779059,-5.98399522851496,2.17729694718571e-09,4.37748412510529e-08
"Prc1",58.2795316582843,1.55371083976495,0.259688529912077,5.98297830208746,2.19093963682212e-09,4.39940679073882e-08
"Slc7a7",67.7932239968176,-1.29350120913529,0.216223682751039,-5.98223650933109,2.20094372890575e-09,4.41397753572309e-08
"Rnf10",386.121585617493,-0.611105425703407,0.102210521740451,-5.9788896025325,2.24663741160022e-09,4.49999792767406e-08
"Itpkb",157.202689718936,-0.70378246172521,0.117744586381379,-5.97719592343406,2.27011119368101e-09,4.54135320240246e-08
"Akr1a1",1162.49663382628,-0.707965659836724,0.118473333896532,-5.97573847676999,2.29050198727504e-09,4.57644576164008e-08
"Slc14a1",48.5040874929266,-1.29414002665669,0.216674047554019,-5.97275050365249,2.3328653560787e-09,4.65529802236623e-08
"Dntt",17.0129492467084,-1.98171555184898,0.331917823186234,-5.97050056795858,2.36526759945507e-09,4.71410157787175e-08
"Wdr75",72.1953705300978,1.41824852525059,0.237572128628174,5.96975972493098,2.37603240190025e-09,4.72968829047406e-08
"Tmem229b",155.856013894356,-0.970337579392087,0.162557292353765,-5.96920362871442,2.38414408383837e-09,4.73996170331431e-08
"Klf10",58.7360379938378,-1.14039683013194,0.191093012292553,-5.96775788109956,2.40535938781816e-09,4.77622907366018e-08
"Snx5",982.031022891052,1.05559938044139,0.177112527614995,5.96004921083862,2.52161984831844e-09,5.00090138807253e-08
"Pnn",151.537514262322,1.06731606914848,0.179309520806042,5.9523669705358,2.642919392992e-09,5.23500087904113e-08
"Usp14",74.9232786938777,1.07309426184032,0.180349378369743,5.95008572549845,2.68002083316162e-09,5.30195254481629e-08
"Rsrp1",650.450420261969,1.01519889009827,0.170866558913099,5.94147208532824,2.82473843893239e-09,5.58137740258424e-08
"Chst12",160.378277435888,0.883236274808334,0.148905227163868,5.93153304038375,3.00119152071485e-09,5.91547737285439e-08
"Kdm7a",149.625099002725,-0.931373842828517,0.157019526106337,-5.93157975905348,3.00033751516638e-09,5.91547737285439e-08
"Zfp217",133.769239476076,0.928563375159376,0.15672165697956,5.92492060800814,3.12448303905924e-09,6.15094308081466e-08
"Pigq",109.316601215925,-1.49655489717549,0.25278361985796,-5.92030012868876,3.21354625934895e-09,6.31853208202957e-08
"Cpb1",43.9287781804973,-8.31553650352672,1.40517606595961,-5.91778973821898,3.26296725099235e-09,6.407861359406e-08
"Tirap",71.6622448031469,1.01419181441258,0.171523234306936,5.91285383878494,3.3623052305653e-09,6.59488049130659e-08
"Zfp467",26.7969626303875,-1.56418038852518,0.264575350287708,-5.91204126470676,3.37893857192522e-09,6.6194230755374e-08
"Chst13",15.7400650042002,2.87794058653411,0.486927185557637,5.91041262820077,3.41251819391993e-09,6.67706361353591e-08
"Slc25a38",92.6288615196287,-1.10849357273507,0.187691536611864,-5.90593264217009,3.50657235739475e-09,6.85274675780891e-08
"Alpl",60.5954232516925,1.85524192387847,0.314199897282335,5.90465477527315,3.53385967661543e-09,6.89216281736981e-08
"Spta1",9.40081694398184,-5.52729464070918,0.936101893564823,-5.90458653989084,3.53532256070264e-09,6.89216281736981e-08
"Fau",3209.68364438984,-0.8284295127084,0.140369142913577,-5.90179219957515,3.59573887572883e-09,7.0014483999646e-08
"Hap1",12.3174624583169,-2.53403820987808,0.429415627150475,-5.90113179320816,3.61016366676014e-09,7.01253556745282e-08
"Hirip3",75.0176846137866,1.08380691773366,0.183655872044612,5.90129194165049,3.60666049197434e-09,7.01253556745282e-08
"Itgad",21.5751293199196,-8.67496594260301,1.47043796276219,-5.89957969141877,3.64428725700203e-09,7.07026938363291e-08
"Eef1a1",413.600765478041,-0.968256488276808,0.164148614598464,-5.89865769287989,3.66470620655402e-09,7.08502373183506e-08
"Sgms2",48.9027112582489,2.0223470897468,0.342843303590233,5.89875044537522,3.66264704481976e-09,7.08502373183506e-08
"Tmc6",263.588710450014,-0.744293631544331,0.126180572333269,-5.8986388933036,3.66512370589824e-09,7.08502373183506e-08
"Pcbp1",1623.92315890484,0.430591100087884,0.0731118072404467,5.88948784526384,3.87394297147545e-09,7.47968989107953e-08
"Notch1",258.962941585251,0.769859961811083,0.130790156355429,5.88622250530039,3.95122288258739e-09,7.61974122279518e-08
"Mvk",54.5064425753808,1.29666166098758,0.220516169479907,5.88012055553928,4.09967780420578e-09,7.89654966987549e-08
"Cops5",225.543587057341,0.670792597169312,0.11412721190122,5.87758682609281,4.16290379158627e-09,8.00872892311878e-08
"Sp140",281.766732807908,0.979376345195713,0.166675634648559,5.87594189913097,4.20445782380333e-09,8.07899646908813e-08
"Dnaja4",11.8313691479699,-2.37869559223027,0.404839598137726,-5.87564952433592,4.21188590983604e-09,8.08360038896131e-08
"Hspa1b",103.540017944966,-2.96158512545251,0.504366773904676,-5.87188783774294,4.30860225288691e-09,8.25935400839802e-08
"Vopp1",58.6855456266194,-1.29249406021013,0.220178317855678,-5.87021498210068,4.35230400473827e-09,8.33318373445954e-08
